comment,label
أين هي وزارتك من معانات الشعب المغربي والمنظومة الصحية معروف المستوى ديالها الشريف هديك الدكتورة الديالك متخدمكش حتى ممرض في ماماك فرنسا واقع الصحة في المغرب معروف والقيمة ديالها سير في مشيتي غدي تشوف الواقع,0
لقاحات ديال الله إحسن العوان ، اللهم اجعل كيدكم في نحوركم يارب .,0
والله لا درتها الأولى والثانية ندمت عليهم,0
والجرعة الرابعة هية لي غدي تنهينى من كوكب الأرض الله يعطينى وجهك,0
تنهي حياتنا مغترحموناش قولو لينا حننا نتكلفو ليكم بالدفن 😞😞 المغاربة شعب واعي كلشي عاق افاق سالينا الناس دارو 1/2 ندمو عاد يزيدو ج٠٠p3,0
وصافي نجربوا راسنا بجوج والى وقعات شي حاجة تما لقحوا ثالثة و هذوا لي ملقحوش نراقبوهم اش غدي يوقع ليهم,1
مدايرنهاش و نطح راسك مع الحيط,0
سير الله يعطيك الموت كيف قلتلتو بزاف دياا الناس و مرضتو بزاف ديال الناس بهذا اللقاح,0
"وأخيرا تتبدى الغاية من اللقاح وأنه فعلا الحكومة المغربية تستجيب لأوامر الصهيونية والماسونية وترضخ لقرار قتل الشعب المغربي خدمة لمبدأ قتل نصف العالم ليعيش النصف الآخر في رفاهية.
للأسف 💔",0
راه العالم كامل دار جرعة وحدة أو جوج معرفتش النابغة لقال ليكم زيد جرعة زائدة راه الأشخاص لتعرضوا لكورونا أصلا أكثر من مرة مخاصهمش يديروها و لتعرض ليها مرة يكفي أنه يدير جرعة أخرى من بعد 6 أشهر كتلعبوا لينا بالأرواح ديالنا الله ينعل لبوكم الجدود,0
الجرعة الثالثة للناس اللي الاعمار ديالهم فوق 65 سنة,0
أكيد غيكون تجاوب كبير جدا جدا حنا شعب ضريف بزاف وماشي بحال فرنسا وإيطاليا وأستراليا وإنجلترا ونرويج لي ناضو شعوبهم دارو مظاهرات ضد اللقاح، حنا ماشي بحالهم حنا شعب فريد وفرحانين حيت الدولة كتهمهم صحتنا,1
ماماتوش ليهم بجوج جرعات كالو نزيدوهم الثالتة. ولاو فئران تجارب,0
هادو كيلعبو معانا لعبة الحبار إلى ما قتلوناش فالجرعة الأولى إقتلونا فالجرعة التالية .,0
بغيتو تصيفطونا جملة شفتو عندنا المناعة قوية ممتناش باغيين تجربة فينا شي سم اخور ,0
اوا هدا هو المعنى الحقيقي ديال ضحك مع الكلب يلحس لك فمك..درنا لهم خاطرهم فالجرعات اللولين هاهوما زادو الثالثة البسالة هادي,0
معمرهوم يديرو ش حاجة كتفرح قاليك رفع الحظر شوية اجي دير الجرعة الثالثة رجعتونا فحال ش فئران التجارب فينما يخرجو من القفص يحقنوهم,0
عند الإنتهاء من الجرعة الثالثة سوف يشرعون مباشرة في الجرعة الرابعة ثم الخامسة ثم السادسة ثم الى الآخرة,0
دابة بغينا نعرفوعلاش غيتلقحو الشباب مع العلم أن كورونا كتجيهم خفيفة .ولش يتلقحو باش حتى دك الاعراض خفيفة متبقاش تبان ويليو ينشرو الفيروس على اعلى مستوى وحنا عارفين باللي الناس كبار كيمرضو واخة ملقحين.واغير فهمونا لاش يصلاح تلقيح الشباب,0
لوليدات لي غادين برا. غيديرو الجرعة الاولى. والثانية كيف عملو فيها المرجو الاجابة جزاكم الله خيرا,1
التلقيح خاصو ايكون اختياري ماشي اجباري الحمد لله حنا بخير علاش غندير التلقيح مباغيش نديرو او حتا واحد مسوقو فيا,0
ياك اللقاح اختياري ماشي إجباري نديروه اولا مانديروهش ماشي سوقكم أولا كتقلبو على شي إضراب جماعي نديرو ليكم شي شوهة عالمية,0
والله أعمي إلى بغيت نديرها مكرهتش وليني كنخاف منها,1
و الله ا عمي أمزازي تا درناه انا و هاد الاخوات Fátimà Zâhră Mora Pura Pura Khadija Zr و الى متقتناش تاجه لمستشفى المسيرة بمدينة جرادة و تأكد بنفسك ,1
اودي راه لقحنا الله يكثر خيرك عمي شووووكرا بزااف.😅,1
مشينا بينا نديروه قالو لينا باقي مدخلناش داخل برنامج التلقيح دابا شكون لي فيه المشكل هوما ولا حنا ولا نتا اعمو,1
التلاميذ والطلبة لا يلتزمون بأبسط الإجراءات الإحترازية ولذلك الحل الوحيد هو التلقيح للحد من انتقال العدوى بينهم وبين عائلاتهم,1
مفهمتش اشنووو انستافدوووو و كل نهااار بناادم كيموووت و كنعرف نااااس غ دارووها جاتهم كوروونا بعد الجرعة الاولى بيومين وتلات اياام,0
انا كان غير قبلة أن أبنائي يتلقحو تلقيح لحنا كع مشفنكم لانتوما لا لولدكم لقحتوه واش حنا فئران تجريب,0
 نهار الاتنين خاصنا نمشيو نديرو التلقييح,1
بغيتوا تقتلونا باش تعيشوا فهاد المغرب بوحدكم هه,0
احنا انمشييو نتلقحو..من بعد قولونا عاود اديسطونص,1
باغين تصفيوها لكلشي في دقة,0
حنا عارفين بلي هاد التلقيح لا فائدة منه وغيكون سبب في الهلاك هاد التحكار ديالكم في داته كون كان بنادم كيفكر غيعرف بزاف ديال الحوايج من هاد التحكار على التلقيح,0
مغنديروش رآه انا مريض الله اللي عالم بيا,0
خلي ناس تلقح را الاغلبية تابعينهم طريطات السكن الأقتصادي و clio4,0
"كاتوحل غير مع القطيع للي تلقحو
صافي تلقحتي ؟ و ديها ف..... ماشي تبدا تعارض فلي مابغاوش يتلقحو كل واحد حر فذاتو بنادم مابغاش يتلقح كايصطدم بهادوك للي تلقحو ولينا نضاربو غا بيناتنا حيت باقين بعاااااااد على الرفض هههه بنادم ولف للي قالو ليه ديرها كايدرها و ملي كايشوف شي واحد ماطاعش الأوامر ماكيحملوش",1
بغيت نقوليكم ايلا مشاو حتى فعلا فرضو اجبارية التلقيح و بنادم تلقح تحت تهديد الغرامة او المتابعة القضائية ، غادي نكونو رسميّا ولينا (عبيد),0
"نا ماشي سوقي فهادشي و لكن بغيت نفهم حاجة وحدة..دابا نت او نتي مقتانعين بلي مابغيتوش تلقحو و الحرية و ماعرت شنو...هدا حقكم و ماسوق حد فيكم..ولكن علاش نتوما باغيين بزز تفرضو رأيكم على دوك الخرين لي مقتانعين بالتلقيح ؟؟؟ كيفما نت حر فتفكيرك و فداتك حتى هو حر انه يتلقح و يدخل السم لداتو شغلو هداك علاش باغي ترجعو خايب و قطيع و ماعرت شنو غير حنت هو مامتافقش معاك فالفكرة ديالك ؟؟
مابغيتيش تلقح شغلك هداك كمدها و سكت حتى هو من حقو انه يختار يتلقح بلاما يتدخل فيك..",1
هد الثلث لي بقا بلا لقاح خاصهم مساعدة نفسية الوسواس دمر ليهم البصلة السيسائية وراه لا عولو يقتلوك يصيفطوهلك من حيث لا تدري الماء الزيت موناضة وقاطع كلش وعيش بالهوا وحضي لا يرشو شي حاجة فليل وعباد الله ولو اجتمعوا على ان يضروك بشيئ لم يضروك الا بشيئ قد كتبه الله عليك,1
"مديريش نتي التلقيح وخلي الناس ديرو 🙂
عدم التلقيح كتبقا قناعة شخصية وقرار يحترم....ولاكن الناس لي مابغياش تلقح يحتارمو الحرية الفردية و يخليو الناس لي بغات تلقح يمارسو الحرية ديالهم كيفما نتا حر متلقحش حتى انا حر أنني ناخد قرار باش نتلقح
والسلام",1
من خلال تجربتي الشخصية، أود أن أشير إلى أهمية التواصل الفعّال ونقل المعلومات الصحيحة حول التلقيح. الحصول على المعلومات من مصادر موثوقة يلعب دورًا حاسمًا في تشجيع الناس على اتخاذ القرار الصحيح وتفهم فوائد التلقيح.,1
نتوما مقتانعين بفكرة انكم مابغيتوش ديرو اللقاح حنا مقتانعين باللقاح ودرناه عاادي جدا هادشي ليكاتقولو را تخربيقة حنا بغينا البلاد تزيد القدام ماشي دير إفلاس ونجلسو نشوفو فبعضنا شوية دالوعي عوض ماتغوتو على اللقاح ليهوا وسيلة لتشتيت الأنظار,1
بنادم ضارب 2 ، وعندو جواز تلقيح فجيبو ، وناوي إتلقح المرة التالثة ، ونايض مبلبلها فالفايسبوك ، مقاطعوم ، لسنا قطيع ، الله إعطينا وجهكوم ياك غي الشهر الفايت كنتو مزاحمين فالسبيطارات باش تلقحو ، اش هاد التبرهيش ديال والو لي ماملقحش إمشي إتلقح وهنيونا ، راه الدولة عندها مسؤولية ، حل الروبيني ( الساروت ديال الضو ) تشعل فيك العافية,1
كان عليكم تهضرو فاللول النص ديال المغاربة تزرفو فالتلقيح,0
انا ملقح وماشي ضد اللقاح، وعندي جواز، لكن انا ضد الإجبارية ديال داك جواز لي بطريقة أخرى كيجبر الناس تلقح، الدولة فشلات انها تقنع الناس بطرق تحسيسية، بالتواصل ديال اللجنة العلمية وزارة الصحة بالخصوص...لأنه كما غادي تسلب حق الناس بهاد الإجبارية والحد من حرية التنقل والتمييز بيننا كمواطنين، غادي تزيد دير نفس الشيء فأمور أخرى,1
"في رأيي الخاص
اللقاح حاجة ضروري لصحتي داكشي علاش درتو
اما بالنسبة للقهاوي راك كاتضر غا خوك المواطن المقهور حتاش هو ماشي بخاطرو
او الماباقي كامل متافق معاه او بالأخص قضية الأبناك. را لا المغرب كولو خرج فلوسو من البنكة را أنكونو زعزعنا شوية القطاع المالي. من تما ايعرفو را الشعب هو الأعمدة ديالهوم",1
"تتبقا حريتي الشخصية و انا حرة فدااتي ما كاينش شي حاجة بزز هادو راه تصطاو
علاش ما يكونش الرميد بزز و شي حاجة رمزية يعونو بيها الشعب و حتا هي بزز و اجي دوزو فابور و حتا هي بزز ولا غي حادگين فالتلقيح",0
مكاينش مؤيد لهاد اللقاح يا إما معارض أو مضطر تكون قابل ليه لظروف خاصة صافي,0
"اللقاح فحدود الجرعة الثانية مقبول
و فرض جواز التلقيح مرفوض بالبتة",1
حنا ماشي ضد اللقاح في حد ذاته ، حنا ضد المساومة بحقوق المواطن البسيطة و ابتزازه ب يا إما تلقح و تاخذ الجواز يا اما مغتقديش اغراضك ، و هادشي ضد القانون و ضد الدستور و ضد الاتفاقيات الدولية لحقوق الانسان لي دائما كيتغناو بيها و كيداعيو اخذها بعين الاعتبار ، حكومة فاشلة كسبيقاتها و فيها غا الرعاوين 🙂,1
ماعنديش مشكل مع التلقيح ، المشكل لي عندي هو مع الطريقة باش بغاو افرضوه على الناس بهاد الطريقة التعسفية ، هاكا الدولة كاتزيد تأكد لصحاب المؤامرة لي كايصحاب ليهم بغاو اقتلونا ولا بغاو اديرو لينا gps فكرتهم بلي صحيحة,1
"#رافضين_للقاح
#رافضين_للجواز
#الحل_هو_الشارع
#كلنا_ضد_إجبارية_اللقاح_وجواز_التلقيح✌✌✌✌✌✌✌",0
ماشي مسألة مؤيد او معارض... انا داير اللقاح و لكن من حق بنادم يديروا او لا الامر داخل ف الحرية شخصية... بالاخص فاش بينات الدراسات ان رغم التلقيح ممكن استقبال و نشر الفيروس... انا دايروا فقط لتقليل اعراض الكوفيد... او من حق اي واحد يرفض يديروا الى شاف صحتو مزيانة او شاك ف فعاليتو,1
هذا واحد مشا يدير اللقاح و لقا الزحام حس بالقالب و بغا يبرد على راسو 🙂,1
#التنسيقية_الوطنية_المغربية_للرافضين_للتلقيح #حريتنا_فوق_كل_إعتبار #لا_للتلقيح_الاجباري #الفصل_21_من_الدستور_يضمن_حريتنا,0
خاصك تلقح باش تحمي دارك وتحمي عائلتك,1
ومافائدة التلقيح والله ماغنلقح ولو على جثتي اصلا ميتين,0
أنت لست مريضا، ولكني سأكرمك بترياق، هذا الترياق لا اعرف مكوناته لكنه صنع من أجل أن لا تصاب بمرض ما. وهو حسب ما يشاع قد يصيبك بالعمى أو بالشلل أو بمرض في القلب أو قد يجهض جنينا في بطن أمه أو قد يتأذى المولود بعد ولادته بسبه أو قد يقتل. بل وحتى ذلك المرض فهو لن يشفيك منه ولن يحميك أو يحصنك ضده ومع ذلك فأنا أوصيك وانصحك بل ربما قد اجبرك على اخذه، فانظر ماذا انت فاعل.,0
#لا_لإجباريةالتلقيح_اللقاحات_لم_تتمم_مرحلة_التجارب_السريرية,0
التلقيح اصبح اجباري ليس اختياري حسبي الله ونعم الوكيل,0
مشينا نتلقحوا قالك ما خدامينش السبت و الاحد !؟,1
قرار ليس في محله ما زالت هناك ابحاث تشك في التلقيح وزيادة على ذالك الاطفال ليست لديهم الاهلية باش اختارو نتوما فرضتو عليهم التلقيح,0
درت الأولى والتانية والتالتة، وما عندي مشاكل، الله يحمي الجميع ويشافي المرضى,1
ناخذ الجرعة الثانية وبصحة وعافية، وأشجع الكل على فعلها للوقاية من المرض,1
رغم الشائعات، أنا قررت أخذ اللقاح وما عندي مشاكل، الله يديم الصحة للجميع,1
أنا ما تلقحتش ولا ناوي أتلقح، عندي رأيي وحريتي في اتخاذ القرار,0
الله يجازي اللي دارو شي فعال ويحمينا من هالوباء، درت الثالثة وكلش تمام,1
لو ما كان في ثقة في اللقاحات ما كنتش سجلت، الحمد لله ما فيهاش مشاكل,1
حطيت اللقاح الثاني ولله الحمد، ما فياش أي مشاكل، الله يحمينا ويديم الصحة,1
هاد اللقاحات تمشي بشكل عادي، ولي عندو شك يسول، درت الأولى والتانية وعاود ندير الثالثة,1
شفت كلام كبير حول اللقاحات، بس أنا متفائل، راها فرصة لحماية نفسي وناسي,1
أنا ملقح وكلش تمام، ما حسيتش بأي مشاكل، الحمد لله,1
درت اللقاحات والحياة مستمرة، بس لازم نواصل الوقاية والحذر,1
لو كان في خطر، ما راح نسجلو، درت الثانية والحمد لله,1
مشينا نديرو التلقيح والوضع تحسن، الله يحفظنا من كل سوء,1
والله وضعنا غاتحسن بالتلقيح، درت الأولى والثانية والحمد لله، الله يخلينا لبعض,1
راه الوضع زاد خطير، أنا قررت ندير التلقيح ونحمي نفسي وأهلي,1
الله يسهل، أنا باش ندير اللقاح ونخلص من هالكورونا,1
حاسس بالراحة لما شفت ناس كثيرين تلقحو والوضع بدا يستقر,1
شاهدت نتائج إيجابية بعد التلقيح، الله يديم علينا الصحة,1
الحمد لله، ما عندي مشاكل بعد التلقيح، رغم إشاعات كتير,1
كل واحد يعرف ظروفو، أنا اتلقحت وما شعرت بأي آثار جانبية,1
والله لازم نواصل التلقيح، المسؤولية على كل واحد منا,1
أنا شفت تحسن كبير في الوضع بعد التلقيح، ربي يستر ويحمينا,1
الواحد لازم يحسن من نفسو ويحمي الناس حوليه، درت التلقيح وبكل فخر,1
اللقاح ما فيهوش مشكل، درتو وعايش بشكل طبيعي,1
بلاش الشائعات، التلقيح ضروري وما فيهوش خوف,1
اللقاح مفتاح لرجوع لحياة طبيعية، نشجع الكل على تلقيح,1
والله اللي ما تلقحش ما فهمتو، أنا درت الثالثة وفخور بالمشاركة في الحماية,1
الصحة أهم شيء، حنا درنا اللقاح وعايشين بأمان وسلام,1
أنا وعائلتي كلنا درنا التلقيح، وكل واحد فينا فرحان بالقرار.,1
حسيت بفرق كبير بعد التلقيح، الله يحمي الجميع من هالوباء.,1
الواحد لازم يسمع للعلماء ويتلقح، الوقاية خير من العلاج.,1
اللهم لا حسد، أنا وفلان وفلانة درنا اللقاح وبخير,1
أنا متفائل جدًا بتحسن الأوضاع بعد التلقيح، الله يشفي المرضى.,1
درت اللقاح وكلنا في الدار حتى الحيوانات، الواحد لازم يحمي كل اللي حوليه.,1
شكرًا للفرصة اللي قدمها التلقيح، أنا حاط الصحة قبل كل شيء,1
اللقاحات ساعداتني كثير، الله يجازي اللي ساهم في اكتشافها,1
حبيت نشارك تجربتي، درت التلقيح ومرتاح جدًا بالقرار,1
كل اللي حوالينا درو التلقيح، حسيت بالتأثير الإيجابي على البيئة,1
الصحة غالية، درت اللقاح وباش نحمي حالي وحماية للمجتمع,1
الواحد لازم يكون مسؤول، درت اللقاح ونشجع الكل يعملو نفس الشيء,1
نفسيتي زادت بعد التلقيح، الحمد لله ما عانيتش من أي آثار جانبية.,1
مازال عندي الفترة لكن ناوي ندير التلقيح، الوقاية أفضل من العلاج.,1
أتمنى الخير للي ما دروش التلقيح، الله يهدي الجميع للقرار الصحيح.,1
بالنسبة لي، درت التلقيح مو غير حفاظًا على صحتي الشخصية، بل تعبيرًا عن مسؤوليتي تجاه المجتمع. أعتبر أننا جميعًا جزء من هذا النسيج الاجتماعي، والتلقيح يساهم في بناء جدار مناعة جماعي يحمينا جميعًا. إنه ليس فقط قرار فردي، بل هو فعل جماعي يسهم في إنهاء هذه الجائحة والعودة إلى حياة طبيعية.,1
بعد أن قرأت العديد من الأبحاث والتقارير الطبية، واستمعت إلى آراء الخبراء، قررت التلقيح. يظهر الدعم العلمي الكبير للقاحات وفعاليتها في الوقاية من الإصابة الخطيرة بفيروس كورونا. أرغب في حماية نفسي وأحبائي والمساهمة في وقف انتشار الفيروس في مجتمعي.,1
مع كل التطورات في الوباء، قررت اللجوء إلى التلقيح لأسباب صحية واجتماعية. يعتبر التلقيح خطوة هامة لتعزيز المناعة الفردية والجماعية. بدأت أفهم أهمية العمل المشترك في مواجهة هذا التحدي العالمي، وأنا فخور بالمساهمة في الجهود العامة للسيطرة على الوباء.,1
قبل أن أقرر أخذ اللقاح، قمت بالتحقيق والاستفسار من الأطباء والخبراء الصحيين. كان لدي الكثير من التساؤلات، ولكن مع مرور الوقت، أصبحت واثقًا من أن هذه الخطوة تعزز فرص الحماية وتقليل الخطورة. إن اتخاذ القرار بمثل هذه الأمور يتطلب فهمًا دقيقًا وتقييمًا شاملاً.,1
عندما نظرت إلى الصورة الكبيرة، فإن التلقيح يمثل خطوة نحو الأمام في مواجهة التحديات الصحية. إنه ليس فقط حماية فردية بل وتحمل للمسؤولية الاجتماعية. أنا ملتزم بتقديم مثال إيجابي والمشاركة الفعّالة في الجهود الجماعية للتغلب على هذه الظروف الصعبة.,1
شاركت في حملات التوعية حول التلقيح لأنني أؤمن بأهميتها، وبعد دراسة النتائج والأبحاث العلمية، قررت أخذ اللقاح. رأيت تأثير إيجابي في المجتمع وشعرت بالطمأنينة للمشاركة في بناء جدار مناعة فردي وجماعي ضد هذا الوباء الخطير.,1
تلقيت التلقيح مع عائلتي، وكانت تلك تجربة مهمة بالنسبة لنا. نحن ندرك أن اللقاح ليس فقط حماية فردية بل يسهم في حماية المجتمع بأكمله. لقد قمنا بذلك كجزء من الجهود الجماعية للحد من انتشار الفيروس وحماية الضعفاء والمجتمع بأسره.,1
من خلال متابعتي لتطورات الوباء والأبحاث العلمية، اتخذت قرارًا مستنيرًا بأخذ اللقاح. كانت تلك الخطوة ليست فقط لحماية نفسي وأحبائي، بل كانت إسهامًا في الحماية الجماعية والمساهمة في إعادة بناء الحياة الطبيعية للمجتمع.,1
أرى أن التلقيح ليس فقط إجراءً طبيًا، بل هو تعبير عن المسؤولية الاجتماعية. قمت بتلقيح نفسي بعد التأكد من سلامة اللقاحات والفائدة الواضحة للفرد والمجتمع. هذا القرار يعكس انخراطي في دعم جهود السيطرة على الوباء وحماية المحيطين بي.,1
قبل أن أتخذ قرار التلقيح، قمت بالبحث والاستفسار للتأكد من أنني أفهم تمامًا عن تأثير اللقاح وآثاره الجانبية المحتملة. بناءً على المعرفة الوافرة، قررت أخذ اللقاح كجزء من التزامي بالحفاظ على صحتي الشخصية والمساهمة في وقف انتشار الفيروس.,1
أنا ضد التلقيح لأنني أعتبره تدخلاً في الجسم يمكن أن يسبب آثاراً غير معروفة على المدى الطويل.,0
لا أثق في سلامة اللقاحات، وأخشى من وجود مواد ضارة قد تؤثر على صحتي.,0
يشغلني أيضًا الاهتمام بالمواد الكيميائية المستخدمة في اللقاحات، حيث تعتبر بعضها مركباتٍ غير طبيعية، وأنا قلق بشأن تأثيرها الطويل الأمد على صحتي.,0
من غير المقبول بالنسبة لي أن تكون التجارب السريرية لللقاحات قصيرة الأمد، وأن يتم طرحها في السوق بسرعة دون إجراء دراسات طويلة الأمد حول تأثيراتها الجانبية والتأثير الحقيقي على صحة البشر.,0
"لا أريد أن أكون ""فأر تجارب"" للشركات الصيدلانية، وأشعر بأنني أتحمل مخاطر غير معروفة باستخدام اللقاحات.",0
"أشكك في فعالية التلقيح وأرى أنه لا يقدم ضمانًا كافيًا ضد الإصابة بالأمراض.
",0
"يُزعم أن التلقيح يحتوي على مواد كيميائية ضارة قد تؤثر على الجهاز العصبي، وهذا يثير قلقي.
",0
"أنا متخوف من آثار اللقاحات على النظام المناعي، وأعتقد أنها قد تجعل الجسم أكثر عرضة للأمراض.
",0
